"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","CPI","TOT","AGRWTH","M","2007-12",3.627451,
"AUT","CPI","TOT","AGRWTH","M","2008-01",3.235294,
"AUT","CPI","TOT","AGRWTH","M","2008-02",3.225806,
"AUT","CPI","TOT","AGRWTH","M","2008-03",3.501945,
"AUT","CPI","TOT","AGRWTH","M","2008-04",3.291384,
"AUT","CPI","TOT","AGRWTH","M","2008-05",3.667954,
"AUT","CPI","TOT","AGRWTH","M","2008-06",3.857281,
"AUT","CPI","TOT","AGRWTH","M","2008-07",3.760849,
"AUT","CPI","TOT","AGRWTH","M","2008-08",3.667954,
"AUT","CPI","TOT","AGRWTH","M","2008-09",3.757226,
"AUT","CPI","TOT","AGRWTH","M","2008-10",3.065134,
"AUT","CPI","TOT","AGRWTH","M","2008-11",2.287893,
"AUT","CPI","TOT","AGRWTH","M","2008-12",1.324503,
"AUT","CPI","TOT","AGRWTH","M","2009-01",1.234568,
"AUT","CPI","TOT","AGRWTH","M","2009-02",1.325758,
"AUT","CPI","TOT","AGRWTH","M","2009-03",0.7518797,
"AUT","CPI","TOT","AGRWTH","M","2009-04",0.656045,
"AUT","CPI","TOT","AGRWTH","M","2009-05",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-06",-0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-07",-0.2788104,
"AUT","CPI","TOT","AGRWTH","M","2009-08",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-09",0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-10",0.1858736,
"AUT","CPI","TOT","AGRWTH","M","2009-11",0.6523765,
"AUT","CPI","TOT","AGRWTH","M","2009-12",1.027078,
"AUT","CPI","TOT","AGRWTH","M","2010-01",1.219512,
"AUT","CPI","TOT","AGRWTH","M","2010-02",1.028037,
"AUT","CPI","TOT","AGRWTH","M","2010-03",1.958955,
"AUT","CPI","TOT","AGRWTH","M","2010-04",2.048417,
"AUT","CPI","TOT","AGRWTH","M","2010-05",1.85701,
"AUT","CPI","TOT","AGRWTH","M","2010-06",1.951673,
"AUT","CPI","TOT","AGRWTH","M","2010-07",1.863933,
"AUT","CPI","TOT","AGRWTH","M","2010-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2010-09",1.855288,
"AUT","CPI","TOT","AGRWTH","M","2010-10",2.133581,
"AUT","CPI","TOT","AGRWTH","M","2010-11",1.851852,
"AUT","CPI","TOT","AGRWTH","M","2010-12",2.310536,
"AUT","CPI","TOT","AGRWTH","M","2011-01",2.502317,
"AUT","CPI","TOT","AGRWTH","M","2011-02",3.021771,
"AUT","CPI","TOT","AGRWTH","M","2011-03",3.09295,
"AUT","CPI","TOT","AGRWTH","M","2011-04",3.310327,
"AUT","CPI","TOT","AGRWTH","M","2011-05",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-06",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-07",3.4937,
"AUT","CPI","TOT","AGRWTH","M","2011-08",3.504679,
"AUT","CPI","TOT","AGRWTH","M","2011-09",3.620805,
"AUT","CPI","TOT","AGRWTH","M","2011-10",3.437919,
"AUT","CPI","TOT","AGRWTH","M","2011-11",3.631503,
"AUT","CPI","TOT","AGRWTH","M","2011-12",3.174041,
"AUT","CPI","TOT","AGRWTH","M","2012-01",2.772277,
"AUT","CPI","TOT","AGRWTH","M","2012-02",2.556539,
"AUT","CPI","TOT","AGRWTH","M","2012-03",2.429543,
"AUT","CPI","TOT","AGRWTH","M","2012-04",2.321083,
"AUT","CPI","TOT","AGRWTH","M","2012-05",2.125604,
"AUT","CPI","TOT","AGRWTH","M","2012-06",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-07",2.129719,
"AUT","CPI","TOT","AGRWTH","M","2012-08",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-09",2.694899,
"AUT","CPI","TOT","AGRWTH","M","2012-10",2.788461,
"AUT","CPI","TOT","AGRWTH","M","2012-11",2.785783,
"AUT","CPI","TOT","AGRWTH","M","2012-12",2.780441,
"AUT","CPI","TOT","AGRWTH","M","2013-01",2.697495,
"AUT","CPI","TOT","AGRWTH","M","2013-02",2.492809,
"AUT","CPI","TOT","AGRWTH","M","2013-03",2.27704,
"AUT","CPI","TOT","AGRWTH","M","2013-04",1.984877,
"AUT","CPI","TOT","AGRWTH","M","2013-05",2.270577,
"AUT","CPI","TOT","AGRWTH","M","2013-06",2.173913,
"AUT","CPI","TOT","AGRWTH","M","2013-07",1.990521,
"AUT","CPI","TOT","AGRWTH","M","2013-08",1.795841,
"AUT","CPI","TOT","AGRWTH","M","2013-09",1.686973,
"AUT","CPI","TOT","AGRWTH","M","2013-10",1.403181,
"AUT","CPI","TOT","AGRWTH","M","2013-11",1.401869,
"AUT","CPI","TOT","AGRWTH","M","2013-12",1.865672,
"AUT","CPI","TOT","AGRWTH","M","2014-01",1.594747,
"AUT","CPI","TOT","AGRWTH","M","2014-02",1.496726,
"AUT","CPI","TOT","AGRWTH","M","2014-03",1.669759,
"BEL","CPI","TOT","AGRWTH","M","2007-12",3.084623,
"BEL","CPI","TOT","AGRWTH","M","2008-01",3.455497,
"BEL","CPI","TOT","AGRWTH","M","2008-02",3.645411,
"BEL","CPI","TOT","AGRWTH","M","2008-03",4.385559,
"BEL","CPI","TOT","AGRWTH","M","2008-04",4.158507,
"BEL","CPI","TOT","AGRWTH","M","2008-05",5.212778,
"BEL","CPI","TOT","AGRWTH","M","2008-06",5.801615,
"BEL","CPI","TOT","AGRWTH","M","2008-07",5.903296,
"BEL","CPI","TOT","AGRWTH","M","2008-08",5.393284,
"BEL","CPI","TOT","AGRWTH","M","2008-09",5.46875,
"BEL","CPI","TOT","AGRWTH","M","2008-10",4.72,
"BEL","CPI","TOT","AGRWTH","M","2008-11",3.136322,
"BEL","CPI","TOT","AGRWTH","M","2008-12",2.630985,
"BEL","CPI","TOT","AGRWTH","M","2009-01",2.316689,
"BEL","CPI","TOT","AGRWTH","M","2009-02",1.931666,
"BEL","CPI","TOT","AGRWTH","M","2009-03",0.6207737,
"BEL","CPI","TOT","AGRWTH","M","2009-04",0.597213,
"BEL","CPI","TOT","AGRWTH","M","2009-05",-0.3726844,
"BEL","CPI","TOT","AGRWTH","M","2009-06",-1.101057,
"BEL","CPI","TOT","AGRWTH","M","2009-07",-1.680946,
"BEL","CPI","TOT","AGRWTH","M","2009-08",-0.7746863,
"BEL","CPI","TOT","AGRWTH","M","2009-09",-1.198257,
"BEL","CPI","TOT","AGRWTH","M","2009-10",-0.9712976,
"BEL","CPI","TOT","AGRWTH","M","2009-11",-0.1207597,
"BEL","CPI","TOT","AGRWTH","M","2009-12",0.2640555,
"BEL","CPI","TOT","AGRWTH","M","2010-01",0.6155199,
"BEL","CPI","TOT","AGRWTH","M","2010-02",0.7010626,
"BEL","CPI","TOT","AGRWTH","M","2010-03",1.652528,
"BEL","CPI","TOT","AGRWTH","M","2010-04",1.791996,
"BEL","CPI","TOT","AGRWTH","M","2010-05",2.277478,
"BEL","CPI","TOT","AGRWTH","M","2010-06",2.458113,
"BEL","CPI","TOT","AGRWTH","M","2010-07",2.570042,
"BEL","CPI","TOT","AGRWTH","M","2010-08",2.320211,
"BEL","CPI","TOT","AGRWTH","M","2010-09",2.910695,
"BEL","CPI","TOT","AGRWTH","M","2010-10",3.008596,
"BEL","CPI","TOT","AGRWTH","M","2010-11",2.868762,
"BEL","CPI","TOT","AGRWTH","M","2010-12",3.105454,
"BEL","CPI","TOT","AGRWTH","M","2011-01",3.222635,
"BEL","CPI","TOT","AGRWTH","M","2011-02",3.383009,
"BEL","CPI","TOT","AGRWTH","M","2011-03",3.522272,
"BEL","CPI","TOT","AGRWTH","M","2011-04",3.412896,
"BEL","CPI","TOT","AGRWTH","M","2011-05",3.345525,
"BEL","CPI","TOT","AGRWTH","M","2011-06",3.679398,
"BEL","CPI","TOT","AGRWTH","M","2011-07",3.753092,
"BEL","CPI","TOT","AGRWTH","M","2011-08",3.600215,
"BEL","CPI","TOT","AGRWTH","M","2011-09",3.556889,
"BEL","CPI","TOT","AGRWTH","M","2011-10",3.573339,
"BEL","CPI","TOT","AGRWTH","M","2011-11",3.846565,
"BEL","CPI","TOT","AGRWTH","M","2011-12",3.480204,
"BEL","CPI","TOT","AGRWTH","M","2012-01",3.65118,
"BEL","CPI","TOT","AGRWTH","M","2012-02",3.661616,
"BEL","CPI","TOT","AGRWTH","M","2012-03",3.360553,
"BEL","CPI","TOT","AGRWTH","M","2012-04",3.185379,
"BEL","CPI","TOT","AGRWTH","M","2012-05",2.810451,
"BEL","CPI","TOT","AGRWTH","M","2012-06",2.251738,
"BEL","CPI","TOT","AGRWTH","M","2012-07",2.321725,
"BEL","CPI","TOT","AGRWTH","M","2012-08",2.852697,
"BEL","CPI","TOT","AGRWTH","M","2012-09",2.751914,
"BEL","CPI","TOT","AGRWTH","M","2012-10",2.778639,
"BEL","CPI","TOT","AGRWTH","M","2012-11",2.263607,
"BEL","CPI","TOT","AGRWTH","M","2012-12",2.231822,
"BEL","CPI","TOT","AGRWTH","M","2013-01",1.460078,
"BEL","CPI","TOT","AGRWTH","M","2013-02",1.187576,
"BEL","CPI","TOT","AGRWTH","M","2013-03",1.11415,
"BEL","CPI","TOT","AGRWTH","M","2013-04",1.002024,
"BEL","CPI","TOT","AGRWTH","M","2013-05",1.18457,
"BEL","CPI","TOT","AGRWTH","M","2013-06",1.593262,
"BEL","CPI","TOT","AGRWTH","M","2013-07",1.509319,
"BEL","CPI","TOT","AGRWTH","M","2013-08",1.008573,
"BEL","CPI","TOT","AGRWTH","M","2013-09",0.8960934,
"BEL","CPI","TOT","AGRWTH","M","2013-10",0.6331658,
"BEL","CPI","TOT","AGRWTH","M","2013-11",0.8149713,
"BEL","CPI","TOT","AGRWTH","M","2013-12",0.9657947,
"BEL","CPI","TOT","AGRWTH","M","2014-01",1.137164,
"BEL","CPI","TOT","AGRWTH","M","2014-02",0.9730163,
"BEL","CPI","TOT","AGRWTH","M","2014-03",0.8915156,
"CAN","CPI","TOT","AGRWTH","M","2007-12",2.3766,
"CAN","CPI","TOT","AGRWTH","M","2008-01",2.193784,
"CAN","CPI","TOT","AGRWTH","M","2008-02",1.814882,
"CAN","CPI","TOT","AGRWTH","M","2008-03",1.350135,
"CAN","CPI","TOT","AGRWTH","M","2008-04",1.702509,
"CAN","CPI","TOT","AGRWTH","M","2008-05",2.230152,
"CAN","CPI","TOT","AGRWTH","M","2008-06",3.127793,
"CAN","CPI","TOT","AGRWTH","M","2008-07",3.392857,
"CAN","CPI","TOT","AGRWTH","M","2008-08",3.491495,
"CAN","CPI","TOT","AGRWTH","M","2008-09",3.395889,
"CAN","CPI","TOT","AGRWTH","M","2008-10",2.598566,
"CAN","CPI","TOT","AGRWTH","M","2008-11",1.966041,
"CAN","CPI","TOT","AGRWTH","M","2008-12",1.160714,
"CAN","CPI","TOT","AGRWTH","M","2009-01",1.073345,
"CAN","CPI","TOT","AGRWTH","M","2009-02",1.426025,
"CAN","CPI","TOT","AGRWTH","M","2009-03",1.243339,
"CAN","CPI","TOT","AGRWTH","M","2009-04",0.3524229,
"CAN","CPI","TOT","AGRWTH","M","2009-05",0.08726004,
"CAN","CPI","TOT","AGRWTH","M","2009-06",-0.2599653,
"CAN","CPI","TOT","AGRWTH","M","2009-07",-0.9499136,
"CAN","CPI","TOT","AGRWTH","M","2009-08",-0.7785467,
"CAN","CPI","TOT","AGRWTH","M","2009-09",-0.8643042,
"CAN","CPI","TOT","AGRWTH","M","2009-10",0.08733624,
"CAN","CPI","TOT","AGRWTH","M","2009-11",0.9640666,
"CAN","CPI","TOT","AGRWTH","M","2009-12",1.323919,
"CAN","CPI","TOT","AGRWTH","M","2010-01",1.858407,
"CAN","CPI","TOT","AGRWTH","M","2010-02",1.581722,
"CAN","CPI","TOT","AGRWTH","M","2010-03",1.403509,
"CAN","CPI","TOT","AGRWTH","M","2010-04",1.843723,
"CAN","CPI","TOT","AGRWTH","M","2010-05",1.394943,
"CAN","CPI","TOT","AGRWTH","M","2010-06",0.9556907,
"CAN","CPI","TOT","AGRWTH","M","2010-07",1.830863,
"CAN","CPI","TOT","AGRWTH","M","2010-08",1.743679,
"CAN","CPI","TOT","AGRWTH","M","2010-09",1.918047,
"CAN","CPI","TOT","AGRWTH","M","2010-10",2.443281,
"CAN","CPI","TOT","AGRWTH","M","2010-11",1.996528,
"CAN","CPI","TOT","AGRWTH","M","2010-12",2.351916,
"CAN","CPI","TOT","AGRWTH","M","2011-01",2.345786,
"CAN","CPI","TOT","AGRWTH","M","2011-02",2.16263,
"CAN","CPI","TOT","AGRWTH","M","2011-03",3.287197,
"CAN","CPI","TOT","AGRWTH","M","2011-04",3.275862,
"CAN","CPI","TOT","AGRWTH","M","2011-05",3.697335,
"CAN","CPI","TOT","AGRWTH","M","2011-06",3.098107,
"CAN","CPI","TOT","AGRWTH","M","2011-07",2.739726,
"CAN","CPI","TOT","AGRWTH","M","2011-08",3.084833,
"CAN","CPI","TOT","AGRWTH","M","2011-09",3.165098,
"CAN","CPI","TOT","AGRWTH","M","2011-10",2.896082,
"CAN","CPI","TOT","AGRWTH","M","2011-11",2.893617,
"CAN","CPI","TOT","AGRWTH","M","2011-12",2.297872,
"CAN","CPI","TOT","AGRWTH","M","2012-01",2.4618,
"CAN","CPI","TOT","AGRWTH","M","2012-02",2.624894,
"CAN","CPI","TOT","AGRWTH","M","2012-03",1.926298,
"CAN","CPI","TOT","AGRWTH","M","2012-04",2.003339,
"CAN","CPI","TOT","AGRWTH","M","2012-05",1.243781,
"CAN","CPI","TOT","AGRWTH","M","2012-06",1.502504,
"CAN","CPI","TOT","AGRWTH","M","2012-07",1.25,
"CAN","CPI","TOT","AGRWTH","M","2012-08",1.246883,
"CAN","CPI","TOT","AGRWTH","M","2012-09",1.160862,
"CAN","CPI","TOT","AGRWTH","M","2012-10",1.15894,
"CAN","CPI","TOT","AGRWTH","M","2012-11",0.8271298,
"CAN","CPI","TOT","AGRWTH","M","2012-12",0.8319467,
"CAN","CPI","TOT","AGRWTH","M","2013-01",0.4971002,
"CAN","CPI","TOT","AGRWTH","M","2013-02",1.237624,
"CAN","CPI","TOT","AGRWTH","M","2013-03",0.9860312,
"CAN","CPI","TOT","AGRWTH","M","2013-04",0.4091653,
"CAN","CPI","TOT","AGRWTH","M","2013-05",0.7371007,
"CAN","CPI","TOT","AGRWTH","M","2013-06",1.151316,
"CAN","CPI","TOT","AGRWTH","M","2013-07",1.316872,
"CAN","CPI","TOT","AGRWTH","M","2013-08",1.067323,
"CAN","CPI","TOT","AGRWTH","M","2013-09",1.065574,
"CAN","CPI","TOT","AGRWTH","M","2013-10",0.6546645,
"CAN","CPI","TOT","AGRWTH","M","2013-11",0.902379,
"CAN","CPI","TOT","AGRWTH","M","2013-12",1.237624,
"CAN","CPI","TOT","AGRWTH","M","2014-01",1.483924,
"CAN","CPI","TOT","AGRWTH","M","2014-02",1.140994,
"CAN","CPI","TOT","AGRWTH","M","2014-03",1.545972,
"CZE","CPI","TOT","AGRWTH","M","2007-12",5.434783,
"CZE","CPI","TOT","AGRWTH","M","2008-01",7.535885,
"CZE","CPI","TOT","AGRWTH","M","2008-02",7.637231,
"CZE","CPI","TOT","AGRWTH","M","2008-03",7.134364,
"CZE","CPI","TOT","AGRWTH","M","2008-04",6.729634,
"CZE","CPI","TOT","AGRWTH","M","2008-05",6.823529,
"CZE","CPI","TOT","AGRWTH","M","2008-06",6.807512,
"CZE","CPI","TOT","AGRWTH","M","2008-07",6.892523,
"CZE","CPI","TOT","AGRWTH","M","2008-08",6.402794,
"CZE","CPI","TOT","AGRWTH","M","2008-09",6.542056,
"CZE","CPI","TOT","AGRWTH","M","2008-10",5.923345,
"CZE","CPI","TOT","AGRWTH","M","2008-11",4.372842,
"CZE","CPI","TOT","AGRWTH","M","2008-12",3.665521,
"CZE","CPI","TOT","AGRWTH","M","2009-01",2.224694,
"CZE","CPI","TOT","AGRWTH","M","2009-02",1.884701,
"CZE","CPI","TOT","AGRWTH","M","2009-03",2.219756,
"CZE","CPI","TOT","AGRWTH","M","2009-04",1.769912,
"CZE","CPI","TOT","AGRWTH","M","2009-05",1.321586,
"CZE","CPI","TOT","AGRWTH","M","2009-06",1.098901,
"CZE","CPI","TOT","AGRWTH","M","2009-07",0.2185792,
"CZE","CPI","TOT","AGRWTH","M","2009-08",0.1094092,
"CZE","CPI","TOT","AGRWTH","M","2009-09",0,
"CZE","CPI","TOT","AGRWTH","M","2009-10",-0.1096491,
"CZE","CPI","TOT","AGRWTH","M","2009-11",0.5512679,
"CZE","CPI","TOT","AGRWTH","M","2009-12",0.9944751,
"CZE","CPI","TOT","AGRWTH","M","2010-01",0.6528836,
"CZE","CPI","TOT","AGRWTH","M","2010-02",0.6528836,
"CZE","CPI","TOT","AGRWTH","M","2010-03",0.6514658,
"CZE","CPI","TOT","AGRWTH","M","2010-04",1.195652,
"CZE","CPI","TOT","AGRWTH","M","2010-05",1.304348,
"CZE","CPI","TOT","AGRWTH","M","2010-06",1.304348,
"CZE","CPI","TOT","AGRWTH","M","2010-07",1.962923,
"CZE","CPI","TOT","AGRWTH","M","2010-08",1.857924,
"CZE","CPI","TOT","AGRWTH","M","2010-09",1.973684,
"CZE","CPI","TOT","AGRWTH","M","2010-10",1.866081,
"CZE","CPI","TOT","AGRWTH","M","2010-11",1.973684,
"CZE","CPI","TOT","AGRWTH","M","2010-12",2.297593,
"CZE","CPI","TOT","AGRWTH","M","2011-01",1.72973,
"CZE","CPI","TOT","AGRWTH","M","2011-02",1.837838,
"CZE","CPI","TOT","AGRWTH","M","2011-03",1.725998,
"CZE","CPI","TOT","AGRWTH","M","2011-04",1.503759,
"CZE","CPI","TOT","AGRWTH","M","2011-05",1.93133,
"CZE","CPI","TOT","AGRWTH","M","2011-06",1.824034,
"CZE","CPI","TOT","AGRWTH","M","2011-07",1.71123,
"CZE","CPI","TOT","AGRWTH","M","2011-08",1.824034,
"CZE","CPI","TOT","AGRWTH","M","2011-09",1.827957,
"CZE","CPI","TOT","AGRWTH","M","2011-10",2.262931,
"CZE","CPI","TOT","AGRWTH","M","2011-11",2.473118,
"CZE","CPI","TOT","AGRWTH","M","2011-12",2.352941,
"CZE","CPI","TOT","AGRWTH","M","2012-01",3.506907,
"CZE","CPI","TOT","AGRWTH","M","2012-02",3.715499,
"CZE","CPI","TOT","AGRWTH","M","2012-03",3.711559,
"CZE","CPI","TOT","AGRWTH","M","2012-04",3.492064,
"CZE","CPI","TOT","AGRWTH","M","2012-05",3.157895,
"CZE","CPI","TOT","AGRWTH","M","2012-06",3.477345,
"CZE","CPI","TOT","AGRWTH","M","2012-07",3.154574,
"CZE","CPI","TOT","AGRWTH","M","2012-08",3.266596,
"CZE","CPI","TOT","AGRWTH","M","2012-09",3.379092,
"CZE","CPI","TOT","AGRWTH","M","2012-10",3.477345,
"CZE","CPI","TOT","AGRWTH","M","2012-11",2.728227,
"CZE","CPI","TOT","AGRWTH","M","2012-12",2.403344,
"CZE","CPI","TOT","AGRWTH","M","2013-01",1.950719,
"CZE","CPI","TOT","AGRWTH","M","2013-02",1.740021,
"CZE","CPI","TOT","AGRWTH","M","2013-03",1.738241,
"CZE","CPI","TOT","AGRWTH","M","2013-04",1.738241,
"CZE","CPI","TOT","AGRWTH","M","2013-05",1.326531,
"CZE","CPI","TOT","AGRWTH","M","2013-06",1.527495,
"CZE","CPI","TOT","AGRWTH","M","2013-07",1.427115,
"CZE","CPI","TOT","AGRWTH","M","2013-08",1.326531,
"CZE","CPI","TOT","AGRWTH","M","2013-09",1.02145,
"CZE","CPI","TOT","AGRWTH","M","2013-10",0.9164969,
"CZE","CPI","TOT","AGRWTH","M","2013-11",1.123595,
"CZE","CPI","TOT","AGRWTH","M","2013-12",1.428571,
"CZE","CPI","TOT","AGRWTH","M","2014-01",0.2014099,
"CZE","CPI","TOT","AGRWTH","M","2014-02",0.2012073,
"CZE","CPI","TOT","AGRWTH","M","2014-03",0.1005025,
"DNK","CPI","TOT","AGRWTH","M","2007-12",2.325581,
"DNK","CPI","TOT","AGRWTH","M","2008-01",2.917153,
"DNK","CPI","TOT","AGRWTH","M","2008-02",3.117783,
"DNK","CPI","TOT","AGRWTH","M","2008-03",3.103448,
"DNK","CPI","TOT","AGRWTH","M","2008-04",3.329506,
"DNK","CPI","TOT","AGRWTH","M","2008-05",3.436426,
"DNK","CPI","TOT","AGRWTH","M","2008-06",3.784404,
"DNK","CPI","TOT","AGRWTH","M","2008-07",4.032258,
"DNK","CPI","TOT","AGRWTH","M","2008-08",4.387991,
"DNK","CPI","TOT","AGRWTH","M","2008-09",4.12844,
"DNK","CPI","TOT","AGRWTH","M","2008-10",3.657143,
"DNK","CPI","TOT","AGRWTH","M","2008-11",2.727273,
"DNK","CPI","TOT","AGRWTH","M","2008-12",2.386364,
"DNK","CPI","TOT","AGRWTH","M","2009-01",1.814059,
"DNK","CPI","TOT","AGRWTH","M","2009-02",1.791713,
"DNK","CPI","TOT","AGRWTH","M","2009-03",1.672241,
"DNK","CPI","TOT","AGRWTH","M","2009-04",1.222222,
"DNK","CPI","TOT","AGRWTH","M","2009-05",1.218162,
"DNK","CPI","TOT","AGRWTH","M","2009-06",1.21547,
"DNK","CPI","TOT","AGRWTH","M","2009-07",0.9966778,
"DNK","CPI","TOT","AGRWTH","M","2009-08",1.106195,
"DNK","CPI","TOT","AGRWTH","M","2009-09",0.8810573,
"DNK","CPI","TOT","AGRWTH","M","2009-10",0.9922823,
"DNK","CPI","TOT","AGRWTH","M","2009-11",1.327434,
"DNK","CPI","TOT","AGRWTH","M","2009-12",1.442841,
"DNK","CPI","TOT","AGRWTH","M","2010-01",2.004454,
"DNK","CPI","TOT","AGRWTH","M","2010-02",1.980198,
"DNK","CPI","TOT","AGRWTH","M","2010-03",2.302632,
"DNK","CPI","TOT","AGRWTH","M","2010-04",2.524698,
"DNK","CPI","TOT","AGRWTH","M","2010-05",2.188184,
"DNK","CPI","TOT","AGRWTH","M","2010-06",1.855895,
"DNK","CPI","TOT","AGRWTH","M","2010-07",2.192982,
"DNK","CPI","TOT","AGRWTH","M","2010-08",2.407002,
"DNK","CPI","TOT","AGRWTH","M","2010-09",2.510917,
"DNK","CPI","TOT","AGRWTH","M","2010-10",2.401747,
"DNK","CPI","TOT","AGRWTH","M","2010-11",2.510917,
"DNK","CPI","TOT","AGRWTH","M","2010-12",2.844639,
"DNK","CPI","TOT","AGRWTH","M","2011-01",2.729258,
"DNK","CPI","TOT","AGRWTH","M","2011-02",2.696872,
"DNK","CPI","TOT","AGRWTH","M","2011-03",2.679528,
"DNK","CPI","TOT","AGRWTH","M","2011-04",2.997859,
"DNK","CPI","TOT","AGRWTH","M","2011-05",3.104925,
"DNK","CPI","TOT","AGRWTH","M","2011-06",3.001072,
"DNK","CPI","TOT","AGRWTH","M","2011-07",3.004292,
"DNK","CPI","TOT","AGRWTH","M","2011-08",2.564103,
"DNK","CPI","TOT","AGRWTH","M","2011-09",2.555911,
"DNK","CPI","TOT","AGRWTH","M","2011-10",2.771855,
"DNK","CPI","TOT","AGRWTH","M","2011-11",2.555911,
"DNK","CPI","TOT","AGRWTH","M","2011-12",2.446809,
"DNK","CPI","TOT","AGRWTH","M","2012-01",2.763018,
"DNK","CPI","TOT","AGRWTH","M","2012-02",2.731092,
"DNK","CPI","TOT","AGRWTH","M","2012-03",2.609603,
"DNK","CPI","TOT","AGRWTH","M","2012-04",2.182952,
"DNK","CPI","TOT","AGRWTH","M","2012-05",2.180685,
"DNK","CPI","TOT","AGRWTH","M","2012-06",2.185224,
"DNK","CPI","TOT","AGRWTH","M","2012-07",2.291667,
"DNK","CPI","TOT","AGRWTH","M","2012-08",2.604167,
"DNK","CPI","TOT","AGRWTH","M","2012-09",2.492212,
"DNK","CPI","TOT","AGRWTH","M","2012-10",2.385892,
"DNK","CPI","TOT","AGRWTH","M","2012-11",2.284528,
"DNK","CPI","TOT","AGRWTH","M","2012-12",2.076843,
"DNK","CPI","TOT","AGRWTH","M","2013-01",1.240951,
"DNK","CPI","TOT","AGRWTH","M","2013-02",1.226994,
"DNK","CPI","TOT","AGRWTH","M","2013-03",1.017294,
"DNK","CPI","TOT","AGRWTH","M","2013-04",0.8138352,
"DNK","CPI","TOT","AGRWTH","M","2013-05",0.8130081,
"DNK","CPI","TOT","AGRWTH","M","2013-06",0.9164969,
"DNK","CPI","TOT","AGRWTH","M","2013-07",0.610998,
"DNK","CPI","TOT","AGRWTH","M","2013-08",0.4060914,
"DNK","CPI","TOT","AGRWTH","M","2013-09",0.5065856,
"DNK","CPI","TOT","AGRWTH","M","2013-10",0.6079028,
"DNK","CPI","TOT","AGRWTH","M","2013-11",0.6091371,
"DNK","CPI","TOT","AGRWTH","M","2013-12",0.7121058,
"DNK","CPI","TOT","AGRWTH","M","2014-01",1.02145,
"DNK","CPI","TOT","AGRWTH","M","2014-02",0.5050505,
"DNK","CPI","TOT","AGRWTH","M","2014-03",0.3021148,
"FIN","CPI","TOT","AGRWTH","M","2007-12",2.636719,
"FIN","CPI","TOT","AGRWTH","M","2008-01",3.913894,
"FIN","CPI","TOT","AGRWTH","M","2008-02",3.692906,
"FIN","CPI","TOT","AGRWTH","M","2008-03",3.861004,
"FIN","CPI","TOT","AGRWTH","M","2008-04",3.554275,
"FIN","CPI","TOT","AGRWTH","M","2008-05",4.230769,
"FIN","CPI","TOT","AGRWTH","M","2008-06",4.414587,
"FIN","CPI","TOT","AGRWTH","M","2008-07",4.322767,
"FIN","CPI","TOT","AGRWTH","M","2008-08",4.702495,
"FIN","CPI","TOT","AGRWTH","M","2008-09",4.680038,
"FIN","CPI","TOT","AGRWTH","M","2008-10",4.380952,
"FIN","CPI","TOT","AGRWTH","M","2008-11",3.608737,
"FIN","CPI","TOT","AGRWTH","M","2008-12",3.425309,
"FIN","CPI","TOT","AGRWTH","M","2009-01",2.165725,
"FIN","CPI","TOT","AGRWTH","M","2009-02",1.780694,
"FIN","CPI","TOT","AGRWTH","M","2009-03",0.929368,
"FIN","CPI","TOT","AGRWTH","M","2009-04",0.742115,
"FIN","CPI","TOT","AGRWTH","M","2009-05",0,
"FIN","CPI","TOT","AGRWTH","M","2009-06",-0.09191176,
"FIN","CPI","TOT","AGRWTH","M","2009-07",-0.5524862,
"FIN","CPI","TOT","AGRWTH","M","2009-08",-0.7332723,
"FIN","CPI","TOT","AGRWTH","M","2009-09",-1.00365,
"FIN","CPI","TOT","AGRWTH","M","2009-10",-1.551095,
"FIN","CPI","TOT","AGRWTH","M","2009-11",-1.008249,
"FIN","CPI","TOT","AGRWTH","M","2009-12",-0.5519779,
"FIN","CPI","TOT","AGRWTH","M","2010-01",-0.1843318,
"FIN","CPI","TOT","AGRWTH","M","2010-02",0.04681423,
"FIN","CPI","TOT","AGRWTH","M","2010-03",0.6222601,
"FIN","CPI","TOT","AGRWTH","M","2010-04",0.9554129,
"FIN","CPI","TOT","AGRWTH","M","2010-05",1.010193,
"FIN","CPI","TOT","AGRWTH","M","2010-06",0.8322789,
"FIN","CPI","TOT","AGRWTH","M","2010-07",0.7955108,
"FIN","CPI","TOT","AGRWTH","M","2010-08",1.022474,
"FIN","CPI","TOT","AGRWTH","M","2010-09",1.392024,
"FIN","CPI","TOT","AGRWTH","M","2010-10",2.362277,
"FIN","CPI","TOT","AGRWTH","M","2010-11",2.521287,
"FIN","CPI","TOT","AGRWTH","M","2010-12",2.852422,
"FIN","CPI","TOT","AGRWTH","M","2011-01",3.037052,
"FIN","CPI","TOT","AGRWTH","M","2011-02",3.32997,
"FIN","CPI","TOT","AGRWTH","M","2011-03",3.300893,
